p,q,T
32965.17000000,0.01516600,1625834989448
32966.72000000,0.01516700,1625834992469
32962.15000000,0.01516700,1625834994471
32966.78000000,0.01516700,1625834995444
32968.43000000,0.01516500,1625834996441
32965.55000000,0.01516600,1625835000445
32968.57000000,0.01516400,1625835001462
32952.83000000,0.01517200,1625835008489
32952.36000000,0.01456800,1625835012445
32956.19000000,0.01517200,1625835015447
32956.16000000,0.01517100,1625835017447
32956.12000000,0.00270000,1625835020611
32951.26000000,0.01517200,1625835022496
32953.43000000,0.01517300,1625835029446
32937.87000000,0.01517800,1625835032447
32944.54000000,0.01517400,1625835033450
32951.30000000,0.01517300,1625835035482
32953.41000000,0.01517300,1625835037452
32953.42000000,0.01517300,1625835040447
32949.88000000,0.01517100,1625835046446
32956.45000000,0.01517100,1625835048445
32958.74000000,0.01517100,1625835049446
32959.71000000,0.01516900,1625835050451
32959.72000000,0.01516900,1625835054453
32962.60000000,0.01516500,1625835055459
32970.88000000,0.01516300,1625835056454
32974.99000000,0.01516300,1625835057469
32976.49000000,0.01455700,1625835062450
32977.64000000,0.01516100,1625835063447
32980.08000000,0.01516100,1625835066449
32980.08000000,0.00602800,1625835067614
32976.93000000,0.01516100,1625835069453
32980.41000000,0.01516100,1625835070471
32981.27000000,0.01455500,1625835072482
32981.49000000,0.01515900,1625835074458
32978.26000000,0.01516100,1625835077447
32981.27000000,0.01516100,1625835078449
32981.38000000,0.01516100,1625835079447
32981.50000000,0.01516000,1625835080444
32983.10000000,0.01515900,1625835082445
32984.12000000,0.01515900,1625835083450
32984.27000000,0.01515800,1625835086449
32984.28000000,0.00500000,1625835087491
32985.00000000,0.01515800,1625835091445
32986.77000000,0.01515700,1625835092451
32988.14000000,0.01515600,1625835094447
32988.15000000,0.01515700,1625835096446
32989.99000000,0.01515700,1625835097448
32990.21000000,0.01515300,1625835098446
32991.22000000,0.01515600,1625835099447
32992.42000000,0.01513700,1625835100447
32990.02000000,0.01515500,1625835103447
32993.00000000,0.01515400,1625835105449
32986.77000000,0.01515700,1625835110451
32989.21000000,0.01515700,1625835111447
32989.72000000,0.01515400,1625835112449
32989.21000000,0.01515600,1625835116459
32979.76000000,0.01516100,1625835123460
32959.28000000,0.01516700,1625835131470
32967.49000000,0.01516700,1625835132452
32957.70000000,0.01517100,1625835136450
32954.50000000,0.01517100,1625835140479
32962.22000000,0.01516900,1625835141454
32964.02000000,0.01516800,1625835142458
32962.22000000,0.00200000,1625835143448
32965.58000000,0.01316700,1625835143448
32960.01000000,0.01516700,1625835146449
32950.01000000,0.01517300,1625835156453
32944.81000000,0.01517600,1625835162454
32946.96000000,0.01517600,1625835163449
32945.49000000,0.01517700,1625835168452
32940.00000000,0.01518000,1625835171555
32934.28000000,0.01479000,1625835172497
32934.28000000,0.01418300,1625835173511
32934.28000000,0.01518300,1625835175481
32934.28000000,0.00285900,1625835176487
32930.59000000,0.01518300,1625835178475
32933.35000000,0.01518200,1625835181464
32935.09000000,0.01517800,1625835182454
32930.44000000,0.01418400,1625835190451
32928.75000000,0.01518400,1625835192454
32930.42000000,0.01518300,1625835193479
32925.99000000,0.01479200,1625835197472
32939.05000000,0.01518000,1625835201453
32939.05000000,0.00500000,1625835202453
32939.06000000,0.01517800,1625835205461
32943.43000000,0.01517600,1625835206454
32946.96000000,0.01517500,1625835207461
32949.90000000,0.01517500,1625835209455
32943.51000000,0.01517800,1625835217453
32930.29000000,0.01518300,1625835229455
32933.23000000,0.01518200,1625835230452
32934.89000000,0.01518000,1625835231454
32930.12000000,0.01418400,1625835237455
32935.69000000,0.01518200,1625835238455
32925.00000000,0.01518700,1625835245510
32922.76000000,0.01518700,1625835251459
32920.65000000,0.01418900,1625835256458
32922.18000000,0.01518700,1625835257460
32920.04000000,0.01518800,1625835260468
32917.50000000,0.01518400,1625835271463
32930.00000000,0.01518400,1625835272461
32931.65000000,0.01518300,1625835275461
32927.04000000,0.01518400,1625835278458
32929.78000000,0.01518300,1625835279459
32917.52000000,0.01518900,1625835286463
32919.22000000,0.01518700,1625835287466
32924.10000000,0.01518600,1625835288465
32926.00000000,0.01518400,1625835289460
32926.00000000,0.00400000,1625835290502
32927.25000000,0.01518400,1625835291464
32929.77000000,0.01518300,1625835293461
32930.00000000,0.00400000,1625835294463
32931.64000000,0.01118300,1625835294463
32935.67000000,0.01517900,1625835295471
32934.20000000,0.01518200,1625835297845
32910.00000000,0.01435800,1625835297845
32934.21000000,0.01518200,1625835299463
32935.07000000,0.01518000,1625835300475
32938.20000000,0.01518000,1625835301463
32940.01000000,0.01517500,1625835302476
32949.07000000,0.01517500,1625835303477
32940.01000000,0.01517900,1625835310462
32941.00000000,0.01517700,1625835311467
32923.15000000,0.01518700,1625835321466
32923.17000000,0.01418700,1625835323464
32929.49000000,0.01518400,1625835324466
32926.35000000,0.01518600,1625835329466
32926.36000000,0.01518500,1625835331468
32923.52000000,0.01518100,1625835342469
32937.86000000,0.01517700,1625835343468
32941.93000000,0.01517500,1625835347541
32938.35000000,0.01517700,1625835355465
32938.85000000,0.01517600,1625835364471
32946.90000000,0.01517400,1625835366740
32951.06000000,0.01517400,1625835369465
32953.23000000,0.01517300,1625835370465
32954.43000000,0.01517200,1625835372463
32954.43000000,0.01517300,1625835375465
32954.53000000,0.01517200,1625835376462
32956.16000000,0.01517200,1625835377482
32954.53000000,0.01516200,1625835380474
32974.99000000,0.01516200,1625835381474
32978.34000000,0.01455600,1625835385475
32984.28000000,0.01115400,1625835386505
32989.99000000,0.00400300,1625835386505
32984.02000000,0.01515900,1625835389465
32984.03000000,0.01515700,1625835390479
32975.84000000,0.01516200,1625835396810
32977.99000000,0.01516100,1625835397466
32974.32000000,0.01416400,1625835401469
32974.33000000,0.01516300,1625835402471
32971.30000000,0.01516200,1625835404465
32976.49000000,0.01515800,1625835406469
32983.99000000,0.01515800,1625835415467
32982.58000000,0.01515800,1625835417466
32982.66000000,0.01515900,1625835419468
32983.99000000,0.01515900,1625835420465
32984.01000000,0.01515900,1625835421467
32984.01000000,0.01515900,1625835424468
32985.46000000,0.01515500,1625835425493
32989.99000000,0.01115700,1625835426468
32993.41000000,0.00399800,1625835426468
32986.86000000,0.01515600,1625835433468
32991.05000000,0.01515600,1625835435470
32988.29000000,0.01515700,1625835441471
32977.79000000,0.01516100,1625835445470
32980.67000000,0.01516100,1625835446470
32975.44000000,0.01416300,1625835448468
32967.31000000,0.01416700,1625835450479
32968.78000000,0.01516400,1625835451466
32958.31000000,0.01417100,1625835458474
32964.01000000,0.01516700,1625835459474
32951.49000000,0.01517300,1625835464475
32940.00000000,0.01518000,1625835469521
32934.28000000,0.01049100,1625835470524
32933.95000000,0.00369100,1625835471480
32941.07000000,0.01517800,1625835473472
32942.72000000,0.01517800,1625835474474
32943.71000000,0.01517400,1625835478489
32952.51000000,0.01517200,1625835479475
32956.01000000,0.01517200,1625835480472
32956.02000000,0.01517200,1625835482469
32956.19000000,0.01517200,1625835483474
32939.08000000,0.01517800,1625835487471
32943.52000000,0.01517600,1625835488473
32940.38000000,0.01517600,1625835492523
32947.20000000,0.01517100,1625835494504
32958.02000000,0.01516800,1625835495497
32960.72000000,0.01516700,1625835499474
32967.14000000,0.01516600,1625835502473
32967.14000000,0.00600000,1625835503493
32968.77000000,0.01516200,1625835508478
32977.65000000,0.01515900,1625835509475
32978.48000000,0.01516200,1625835514474
32963.94000000,0.01516700,1625835523480
32968.17000000,0.01516600,1625835524472
32969.82000000,0.01516300,1625835525487
32976.00000000,0.01516300,1625835526486
32961.98000000,0.01416900,1625835530474
32962.17000000,0.01516900,1625835535473
32962.88000000,0.01516700,1625835536526
32960.17000000,0.01516700,1625835542478
32968.16000000,0.01516400,1625835546476
32966.71000000,0.01516700,1625835548483
32967.58000000,0.01516500,1625835549478
32968.16000000,0.00200000,1625835550497
32970.67000000,0.01516400,1625835551479
32974.64000000,0.01516100,1625835552478
32977.29000000,0.01516100,1625835554478
32975.25000000,0.01516300,1625835561483
32976.10000000,0.01516100,1625835562481
32958.13000000,0.01516800,1625835570479
32964.52000000,0.01516600,1625835571478
32968.64000000,0.01516100,1625835572486
32979.01000000,0.01516100,1625835574476
32980.04000000,0.01516100,1625835576482
32980.44000000,0.01516000,1625835577477
32983.00000000,0.01516000,1625835578478
32983.04000000,0.01515900,1625835579475
32984.28000000,0.00724600,1625835580475
32984.82000000,0.01515900,1625835582475
32982.73000000,0.01515900,1625835584474
32980.43000000,0.01516000,1625835586474
32981.40000000,0.01476100,1625835591476
32984.65000000,0.01515900,1625835592477
32984.99000000,0.01515900,1625835593477
32986.90000000,0.01515600,1625835594476
32989.99000000,0.01515400,1625835595484
32995.00000000,0.01514800,1625835596479
32996.58000000,0.01515300,1625835597476
32979.01000000,0.01516000,1625835603508
32982.98000000,0.01515500,1625835604483
32992.72000000,0.01515400,1625835605498
32994.99000000,0.01514700,1625835606487
32999.99000000,0.01455600,1625835607518
33006.01000000,0.01514400,1625835608481
33009.99000000,0.01514100,1625835609489
33015.13000000,0.01511700,1625835610486
33024.99000000,0.01513600,1625835611484
33030.24000000,0.01513800,1625835613505
33025.88000000,0.01514000,1625835616485
33012.66000000,0.01514400,1625835621484
33004.54000000,0.01515000,1625835624482
32998.67000000,0.01415300,1625835628502
32999.43000000,0.01514900,1625835632479
33000.36000000,0.01515200,1625835634479
32991.82000000,0.01515500,1625835641477
32987.08000000,0.01515500,1625835645481
32984.88000000,0.01515900,1625835648479
32985.86000000,0.01515900,1625835649481
32985.88000000,0.01515400,1625835657487
32985.82000000,0.01515700,1625835661481
32975.00000000,0.01347000,1625835663535
32969.31000000,0.01416600,1625835665521
32960.00000000,0.01517000,1625835667536
32961.99000000,0.01516900,1625835669479
32956.77000000,0.01317400,1625835679480
32961.29000000,0.01517000,1625835681480
32961.30000000,0.01516900,1625835683479
32960.58000000,0.01517000,1625835687485
32960.59000000,0.01516500,1625835691486
32963.83000000,0.01516600,1625835696498
32969.86000000,0.01516500,1625835699479
32971.64000000,0.01516500,1625835706478
32971.65000000,0.01516400,1625835708479
32975.00000000,0.01516300,1625835709546
32966.94000000,0.01516700,1625835718480
32966.46000000,0.01416700,1625835722548
32970.44000000,0.01516100,1625835730504
32977.61000000,0.01516200,1625835733484
32975.24000000,0.01516200,1625835737481
32977.62000000,0.01516100,1625835740480
32980.00000000,0.01515700,1625835745479
32987.11000000,0.01515800,1625835747477
32987.14000000,0.00900000,1625835748826
32987.15000000,0.01515700,1625835749478
32985.84000000,0.01515800,1625835751482
32985.60000000,0.01515800,1625835758479
32987.44000000,0.01515600,1625835759475
32983.08000000,0.01516000,1625835765476
32983.15000000,0.01516000,1625835766477
32983.16000000,0.01515700,1625835767483
32986.98000000,0.01515700,1625835771475
32990.65000000,0.01515600,1625835773477
32990.60000000,0.01515500,1625835784477
32992.00000000,0.01515200,1625835790484
32999.44000000,0.01515200,1625835791479
32999.47000000,0.01515200,1625835792478
32999.97000000,0.01515200,1625835800478
32999.99000000,0.01515200,1625835802479
32999.97000000,0.01515200,1625835805482
32999.98000000,0.01515000,1625835806480
33004.53000000,0.01514900,1625835808480
33006.47000000,0.01514900,1625835809484
33006.48000000,0.01514900,1625835813479
33007.63000000,0.01514800,1625835814479
33007.67000000,0.01514800,1625835815479
33007.68000000,0.01514800,1625835816480
33007.69000000,0.01514800,1625835818479
33008.61000000,0.01514800,1625835819483
33000.01000000,0.01514900,1625835822480
33006.48000000,0.01514800,1625835823480
33009.17000000,0.01514700,1625835824482
33009.99000000,0.01514700,1625835825486
33011.87000000,0.01514300,1625835826480
33014.00000000,0.01514400,1625835827481
33017.75000000,0.01514300,1625835828482
33017.76000000,0.01514400,1625835830484
33018.49000000,0.01514200,1625835832480
33021.23000000,0.01514200,1625835833481
33021.23000000,0.01514100,1625835836482
33017.02000000,0.01514400,1625835845481
33006.40000000,0.01514700,1625835849482
33010.28000000,0.01514400,1625835850488
33017.02000000,0.01514400,1625835852480
33018.36000000,0.01514200,1625835854481
33022.84000000,0.01514100,1625835856482
33024.99000000,0.01513900,1625835857481
33027.60000000,0.01513600,1625835859545
33031.94000000,0.01513600,1625835866481
33034.28000000,0.01513600,1625835867483
33034.83000000,0.01512100,1625835869500
33039.99000000,0.01511800,1625835870489
33049.99000000,0.01509700,1625835871499
33059.99000000,0.01508300,1625835872503
33060.42000000,0.00603100,1625835873520
33060.43000000,0.01512300,1625835874484
33058.02000000,0.01512400,1625835876485
33062.18000000,0.01512200,1625835877483
33064.80000000,0.01511900,1625835878493
33072.00000000,0.01360600,1625835879485
33074.83000000,0.01511700,1625835880485
33074.99000000,0.01511700,1625835881486
33076.61000000,0.01510400,1625835882486
33081.58000000,0.01510700,1625835884491
33084.28000000,0.01510600,1625835885495
33078.76000000,0.01400000,1625835886499
33084.28000000,0.00729200,1625835887484
33089.99000000,0.00781600,1625835887484
33089.99000000,0.00730400,1625835888499
33079.92000000,0.01511300,1625835892484
33074.83000000,0.01411800,1625835895485
33076.53000000,0.01511600,1625835896482
33057.02000000,0.01512300,1625835905484
33063.84000000,0.01512200,1625835907488
33058.96000000,0.01512500,1625835913484
33059.22000000,0.01512100,1625835914488
33068.61000000,0.01511900,1625835916484
33072.51000000,0.01511900,1625835917485
33072.47000000,0.01511900,1625835919485
33073.00000000,0.01511700,1625835920485
33077.49000000,0.01511500,1625835921489
33079.95000000,0.01511500,1625835923485
33081.12000000,0.01116000,1625835923894
33081.12000000,0.00395500,1625835924486
33083.99000000,0.00200000,1625835924491
33084.00000000,0.01511300,1625835925485
33085.00000000,0.01511100,1625835927490
33089.16000000,0.01510900,1625835928485
33089.75000000,0.01511100,1625835932485
33090.07000000,0.01511000,1625835934488
33092.26000000,0.01510900,1625835935489
33095.58000000,0.01510600,1625835937489
33099.99000000,0.01510600,1625835938484
33094.65000000,0.01510800,1625835943485
33096.87000000,0.01510600,1625835944488
33097.16000000,0.01510600,1625835946486
33100.00000000,0.01510500,1625835950489
33100.01000000,0.01510600,1625835952491
33101.46000000,0.01510400,1625835953487
33101.47000000,0.01510500,1625835959487
33103.41000000,0.01510400,1625835961490
33103.43000000,0.01510400,1625835963485
33100.01000000,0.01510500,1625835967488
33090.00000000,0.01510900,1625835974488
33065.05000000,0.01511700,1625835981491
33074.28000000,0.01511400,1625835983490
33083.15000000,0.01511200,1625835985487
33088.36000000,0.01511000,1625835989488
33088.37000000,0.01511000,1625835992544
33089.05000000,0.01510900,1625835994523
33092.95000000,0.01510800,1625835995498
33097.16000000,0.01510500,1625835996493
33090.74000000,0.01510800,1625835998497
33095.59000000,0.01410700,1625835999493
33098.68000000,0.01510600,1625836000494
33093.86000000,0.01510800,1625836004491
33095.93000000,0.01510500,1625836005497
33100.37000000,0.01510600,1625836007497
33100.39000000,0.01510300,1625836008497
33102.90000000,0.01510200,1625836010497
33107.33000000,0.01510300,1625836012495
33107.75000000,0.01510200,1625836013493
33107.35000000,0.01509800,1625836016495
33109.99000000,0.01509500,1625836017498
33123.79000000,0.00572700,1625836018643
33119.46000000,0.01509600,1625836020495
33119.48000000,0.01509600,1625836022494
33110.06000000,0.01510000,1625836024496
33113.87000000,0.01510000,1625836025501
33112.50000000,0.01509900,1625836033495
33110.03000000,0.01410200,1625836037499
33113.28000000,0.01510000,1625836040493
33113.62000000,0.01509900,1625836041493
33116.80000000,0.01509600,1625836042496
33122.48000000,0.01509100,1625836043502
33124.99000000,0.01408100,1625836044514
33133.72000000,0.01406800,1625836045547
33126.40000000,0.01509100,1625836046525
33126.40000000,0.01508700,1625836047497
33126.40000000,0.01508400,1625836048495
33126.40000000,0.01508400,1625836049496
33126.40000000,0.01507800,1625836050500
33126.40000000,0.01507900,1625836051524
33126.40000000,0.01507800,1625836052497
33126.40000000,0.01507200,1625836053499
33126.40000000,0.01314700,1625836054504
33133.72000000,0.01507700,1625836055526
33133.72000000,0.01507900,1625836056527
33133.72000000,0.01507800,1625836057501
33133.72000000,0.01507900,1625836058521
33133.72000000,0.01507800,1625836059498
33133.72000000,0.01507700,1625836060496
33133.72000000,0.01507700,1625836061498
33133.72000000,0.01507800,1625836062522
33133.72000000,0.01507800,1625836063497
33133.72000000,0.01507200,1625836064500
33133.72000000,0.01506800,1625836065499
33133.72000000,0.01507300,1625836066524
33133.72000000,0.01507100,1625836067498
33134.28000000,0.00727700,1625836068523
33139.99000000,0.00679600,1625836068523
33139.99000000,0.00830200,1625836069522
33147.29000000,0.00677200,1625836069522
33147.29000000,0.00432900,1625836070499
33149.99000000,0.01074300,1625836070499
33149.99000000,0.00434700,1625836071499
33159.99000000,0.01072200,1625836071499
33159.99000000,0.00436600,1625836072496
33174.99000000,0.01070200,1625836072496
33159.42000000,0.01507800,1625836076499
33150.85000000,0.01408300,1625836078497
33150.86000000,0.01408300,1625836080498
33153.28000000,0.01507900,1625836081504
33159.60000000,0.01507900,1625836082499
33159.60000000,0.00200000,1625836083503
33162.98000000,0.01307200,1625836083503
33174.94000000,0.01507100,1625836085496
33174.99000000,0.00437800,1625836086526
33175.67000000,0.01507100,1625836088499
33174.94000000,0.01506800,1625836091500
33182.96000000,0.01506500,1625836092502
33184.28000000,0.00500000,1625836093498
33189.99000000,0.01006400,1625836093498
33189.12000000,0.00567900,1625836095423
33181.14000000,0.01506400,1625836098508
33189.99000000,0.00500600,1625836099501
33192.19000000,0.01005500,1625836099501
33193.25000000,0.01506200,1625836102499
33195.55000000,0.01506100,1625836104497
33195.80000000,0.01506300,1625836106498
33198.33000000,0.01506100,1625836107500
33199.99000000,0.01506100,1625836108498
33199.49000000,0.01506100,1625836113500
33190.05000000,0.01506200,1625836116501
33185.00000000,0.01506700,1625836119503
33176.00000000,0.01507000,1625836122498
33179.08000000,0.01507000,1625836123498
33151.73000000,0.01507800,1625836124526
33151.73000000,0.01507200,1625836125502
33151.73000000,0.01507400,1625836126529
33151.73000000,0.01507200,1625836127501
33151.73000000,0.01507100,1625836128499
33151.73000000,0.01507100,1625836129497
33151.73000000,0.01507100,1625836130507
33151.73000000,0.00729100,1625836131522
33174.86000000,0.01506900,1625836132504
33181.70000000,0.00400000,1625836133548
33172.80000000,0.01507300,1625836136500
33169.87000000,0.01507000,1625836140502
33180.00000000,0.01506900,1625836141499
33170.01000000,0.01507200,1625836144500
33171.53000000,0.01507100,1625836146503
33173.16000000,0.01507200,1625836148500
33163.03000000,0.01407800,1625836151503
33172.38000000,0.01507200,1625836152503
33174.98000000,0.01506300,1625836153507
33188.34000000,0.01506500,1625836155504
33188.36000000,0.01506200,1625836157504
33189.77000000,0.01506400,1625836160500
33193.43000000,0.01506300,1625836161500
33191.16000000,0.01506200,1625836163500
33196.24000000,0.01506200,1625836164500
33196.41000000,0.01506200,1625836165504
33197.24000000,0.01506100,1625836166501
33199.48000000,0.01506100,1625836167499
33199.36000000,0.01506100,1625836169500
33183.81000000,0.01506600,1625836174507
33183.87000000,0.01506500,1625836176503
33190.19000000,0.01506500,1625836177502
33184.29000000,0.01506700,1625836182501
33174.02000000,0.01506900,1625836186502
