p,q,T
33613.09000000,0.01487100,1625840454699
33615.78000000,0.01487400,1625840459698
33617.83000000,0.01487400,1625840460718
33615.78000000,0.01486900,1625840462707
33615.78000000,0.01487400,1625840466696
33615.78000000,0.01487400,1625840468699
33616.63000000,0.01487200,1625840469697
33615.78000000,0.01486400,1625840471700
33629.90000000,0.01486400,1625840475698
33640.16000000,0.01486400,1625840477701
33640.53000000,0.01486300,1625840478700
33642.57000000,0.01485900,1625840479702
33649.99000000,0.01485800,1625840480704
33653.71000000,0.01484300,1625840481698
33653.96000000,0.00473300,1625840483584
33650.01000000,0.01485700,1625840485706
33656.17000000,0.01485500,1625840486698
33653.72000000,0.01485800,1625840490699
33650.01000000,0.01485800,1625840494711
33627.19000000,0.01486600,1625840500701
33615.78000000,0.01487400,1625840503700
33616.30000000,0.01387400,1625840504698
33603.91000000,0.01388000,1625840507700
33600.00000000,0.01488200,1625840508732
33592.23000000,0.01387700,1625840510711
33591.18000000,0.01388500,1625840516697
33591.75000000,0.01488400,1625840519704
33596.78000000,0.01488000,1625840520704
33590.00000000,0.01488800,1625840523728
33584.25000000,0.01489100,1625840525736
33584.25000000,0.00481400,1625840526738
33579.49000000,0.01489000,1625840528703
33580.44000000,0.01488900,1625840529702
33580.44000000,0.01389100,1625840531722
33580.01000000,0.01489000,1625840533700
33575.00000000,0.01489300,1625840536728
33577.54000000,0.01489000,1625840540700
33577.14000000,0.01489100,1625840543702
33577.82000000,0.01488900,1625840544715
33582.31000000,0.01488900,1625840545701
33587.56000000,0.01488500,1625840547701
33586.48000000,0.01488300,1625840549698
33590.19000000,0.01488100,1625840552706
33594.58000000,0.01488300,1625840554719
33595.21000000,0.01488100,1625840556707
33595.23000000,0.01488100,1625840558702
33580.44000000,0.01488900,1625840561700
33582.69000000,0.01488900,1625840562699
33582.95000000,0.01488700,1625840563704
33588.57000000,0.01488700,1625840565701
33579.37000000,0.01389100,1625840568701
33580.01000000,0.01489000,1625840569706
33563.01000000,0.01489600,1625840574710
33560.00000000,0.01100000,1625840575325
33563.51000000,0.01389800,1625840576704
33571.56000000,0.01489300,1625840578700
33561.79000000,0.01489700,1625840582701
33560.46000000,0.01489900,1625840589704
33560.00000000,0.00390000,1625840590725
33557.26000000,0.01100000,1625840591700
33554.46000000,0.01490000,1625840595699
33555.19000000,0.01490000,1625840597702
33558.61000000,0.01489500,1625840598711
33569.45000000,0.01489400,1625840600703
33571.21000000,0.01489400,1625840601702
33557.01000000,0.01490000,1625840607701
33557.18000000,0.01489900,1625840609702
33561.13000000,0.01489900,1625840612702
33561.47000000,0.01100400,1625840613558
33557.19000000,0.01490000,1625840614701
33559.61000000,0.01489900,1625840616701
33557.19000000,0.01490000,1625840619702
33557.18000000,0.01100000,1625840622983
33557.19000000,0.01490000,1625840623702
33557.21000000,0.01489900,1625840624706
33559.60000000,0.01489900,1625840626702
33558.73000000,0.01490000,1625840628701
33558.75000000,0.01489800,1625840629706
33559.43000000,0.01489800,1625840632705
33557.19000000,0.01490000,1625840635704
33558.76000000,0.01489900,1625840636703
33559.68000000,0.01489900,1625840637704
33561.13000000,0.01489700,1625840638702
33563.88000000,0.01489500,1625840639705
33569.49000000,0.01489400,1625840640701
33571.20000000,0.01489400,1625840641705
33567.88000000,0.01489600,1625840645705
33567.88000000,0.01489600,1625840647701
33560.01000000,0.01489600,1625840653706
33562.98000000,0.01000000,1625840657456
33560.02000000,0.01489900,1625840661707
33560.39000000,0.01489800,1625840662704
33550.98000000,0.01490000,1625840668706
33557.41000000,0.01489900,1625840669703
33560.00000000,0.01489800,1625840670705
33554.17000000,0.01490100,1625840673704
33551.99000000,0.01490200,1625840683705
33552.71000000,0.01490200,1625840687705
33552.89000000,0.01490000,1625840690739
33559.86000000,0.01489900,1625840691708
33560.00000000,0.01489600,1625840693706
33564.78000000,0.01489700,1625840697706
33564.81000000,0.01489600,1625840698708
33573.96000000,0.01489300,1625840701706
33564.79000000,0.01100700,1625840703932
33550.00000000,0.01490500,1625840706758
33540.00000000,0.01490900,1625840709741
33530.85000000,0.00297900,1625840712733
33530.32000000,0.01037500,1625840713708
33533.15000000,0.01391100,1625840714706
33531.73000000,0.01490700,1625840716712
33536.01000000,0.01490800,1625840719706
33526.37000000,0.01491400,1625840727706
33526.36000000,0.00240000,1625840731407
33525.00000000,0.01491500,1625840731731
33523.11000000,0.01491100,1625840735720
33520.75000000,0.01491600,1625840737708
33521.44000000,0.01491600,1625840739711
33512.01000000,0.01491900,1625840747713
33515.26000000,0.01491500,1625840748720
33510.00000000,0.01492200,1625840757764
33508.27000000,0.01492100,1625840760713
33510.30000000,0.01492100,1625840762725
33508.73000000,0.01491900,1625840766716
33515.00000000,0.01491500,1625840772714
33525.00000000,0.01491000,1625840780718
33534.87000000,0.01491000,1625840781719
33515.01000000,0.01491800,1625840791714
33515.01000000,0.01391900,1625840795714
33517.08000000,0.01491600,1625840796717
33515.01000000,0.01491900,1625840802715
33515.05000000,0.01491900,1625840803714
33503.36000000,0.01392400,1625840809719
33502.97000000,0.01492400,1625840812716
33503.81000000,0.01492100,1625840813720
33510.00000000,0.01492000,1625840815716
33506.65000000,0.01492200,1625840817715
33509.40000000,0.01492100,1625840818718
33509.63000000,0.01492100,1625840823715
33507.34000000,0.00914100,1625840825609
33503.49000000,0.01492400,1625840831715
33500.00000000,0.01492800,1625840837765
33497.67000000,0.00551300,1625840838769
33491.66000000,0.01492900,1625840841716
33489.01000000,0.01492800,1625840845765
33489.04000000,0.01492900,1625840850717
33481.39000000,0.01493300,1625840858725
33475.62000000,0.01493600,1625840864718
33474.47000000,0.01493600,1625840868718
33470.88000000,0.01493800,1625840875723
33472.56000000,0.01493700,1625840876718
33474.55000000,0.01493400,1625840878724
33482.70000000,0.01492800,1625840881724
33491.13000000,0.01492800,1625840884720
33495.00000000,0.01492600,1625840885722
33487.40000000,0.01492900,1625840889722
33477.02000000,0.01493400,1625840898720
33482.03000000,0.01493300,1625840899723
33481.94000000,0.01493300,1625840902718
33478.62000000,0.01493300,1625840904721
33485.00000000,0.01493200,1625840906719
33481.91000000,0.01493400,1625840908723
33477.88000000,0.01493400,1625840912721
33482.52000000,0.01492800,1625840917724
33494.99000000,0.01492800,1625840918725
33496.19000000,0.01492600,1625840919730
33496.90000000,0.01492600,1625840921721
33499.99000000,0.01492500,1625840922721
33496.20000000,0.01492600,1625840924720
33498.70000000,0.01492600,1625840925722
33499.15000000,0.01492600,1625840926721
33499.96000000,0.01492400,1625840927720
33497.12000000,0.01492600,1625840929722
33499.12000000,0.01492600,1625840930721
33496.28000000,0.01492600,1625840940720
33496.28000000,0.01492800,1625840947720
33496.29000000,0.01492700,1625840953719
33498.38000000,0.01492600,1625840957720
33498.39000000,0.01492600,1625840961724
33477.01000000,0.01493500,1625840970736
33470.84000000,0.01493800,1625840980723
33472.17000000,0.01493600,1625840984721
33473.42000000,0.01493600,1625840986723
33473.05000000,0.01493800,1625840991722
33473.36000000,0.01493800,1625840996717
33473.39000000,0.01493800,1625841001724
33473.40000000,0.01492900,1625841002792
33493.70000000,0.01492800,1625841003722
33496.29000000,0.01492600,1625841004721
33497.11000000,0.01492600,1625841009728
