p,q,T
33639.99000000,0.01487000,1625843746246
33649.99000000,0.00235200,1625843746246
33569.03000000,0.01489000,1625843747329
33579.23000000,0.01489400,1625843747924
33567.29000000,0.01489500,1625843751855
33565.46000000,0.01489600,1625843753851
33550.00000000,0.01491000,1625843754181
33540.00000000,0.01431400,1625843754181
33567.28000000,0.01489200,1625843754853
33565.01000000,0.01489600,1625843758855
33567.33000000,0.01489600,1625843759371
33589.99000000,0.01489000,1625843759371
33565.01000000,0.01489500,1625843762853
33568.63000000,0.01489500,1625843765167
33540.00000000,0.01491000,1625843765167
33568.66000000,0.01489500,1625843769850
33571.89000000,0.01489400,1625843770491
33589.99000000,0.01489000,1625843770491
33555.14000000,0.01490100,1625843787851
33552.97000000,0.01490200,1625843790659
33540.00000000,0.01491000,1625843790659
33552.98000000,0.01490100,1625843790852
33550.26000000,0.01490200,1625843795851
33552.90000000,0.01490200,1625843796779
33589.99000000,0.01489000,1625843796779
33550.26000000,0.01490300,1625843797853
33551.71000000,0.01490100,1625843798853
33555.03000000,0.01490100,1625843799851
33551.71000000,0.01489400,1625843801859
33572.42000000,0.01488800,1625843802858
33585.00000000,0.01488700,1625843803857
33579.93000000,0.01489000,1625843806936
33540.00000000,0.01491000,1625843806936
33572.05000000,0.01489300,1625843816854
33572.33000000,0.01489300,1625843818854
33575.03000000,0.01489200,1625843819853
33574.67000000,0.01489300,1625843822852
33574.68000000,0.01489100,1625843823853
33574.04000000,0.01489300,1625843831853
33573.85000000,0.01489300,1625843834853
33574.03000000,0.01489300,1625843837854
33574.03000000,0.01489200,1625843839853
33574.03000000,0.01489200,1625843844870
33573.86000000,0.01489200,1625843847854
33571.01000000,0.01489300,1625843852854
33529.23000000,0.01100000,1625843852916
33573.17000000,0.01489300,1625843855855
33573.74000000,0.01489300,1625843856856
33570.01000000,0.01489300,1625843861854
33573.34000000,0.01489300,1625843863854
33571.85000000,0.01489300,1625843871853
33573.59000000,0.01489300,1625843873856
33573.76000000,0.01489300,1625843874858
33573.80000000,0.01488800,1625843875866
33574.03000000,0.01488500,1625843876858
33574.03000000,0.01488700,1625843877879
33574.03000000,0.01488800,1625843878886
33574.03000000,0.01488700,1625843879856
33574.03000000,0.01488700,1625843880876
33574.03000000,0.01488700,1625843881857
33574.03000000,0.01488600,1625843882861
33574.03000000,0.01488700,1625843883879
33574.03000000,0.01488700,1625843884878
33574.03000000,0.01488700,1625843885879
33574.03000000,0.01488600,1625843886855
33574.03000000,0.01488600,1625843887854
33574.03000000,0.01488700,1625843888879
33574.03000000,0.01488600,1625843889857
33574.03000000,0.01488300,1625843890857
33574.03000000,0.01488300,1625843891857
33574.03000000,0.01488400,1625843892879
33574.03000000,0.01488300,1625843893858
33574.03000000,0.01488300,1625843894855
33574.03000000,0.01488300,1625843895854
33574.03000000,0.01488300,1625843896856
33574.03000000,0.01488300,1625843897858
33574.03000000,0.01488500,1625843898878
33574.03000000,0.01488500,1625843899855
33574.03000000,0.01488400,1625843900861
33574.03000000,0.01488400,1625843901880
33574.03000000,0.01488400,1625843902858
33574.03000000,0.01488400,1625843903857
33574.03000000,0.01488400,1625843904859
33574.03000000,0.01488200,1625843905857
33574.03000000,0.01488200,1625843906884
33574.03000000,0.00245700,1625843907886
33589.99000000,0.01242700,1625843907886
33589.99000000,0.00246300,1625843908857
33596.46000000,0.01242000,1625843908857
33593.86000000,0.01488300,1625843910858
33596.23000000,0.01488300,1625843913859
33593.01000000,0.01488300,1625843921858
33586.84000000,0.01488700,1625843931857
33588.00000000,0.01488400,1625843932859
33590.48000000,0.01488600,1625843936860
33586.43000000,0.01488600,1625843942858
33589.10000000,0.01488600,1625843943857
33587.10000000,0.01488600,1625843948858
33584.61000000,0.01488600,1625843952859
33590.03000000,0.01488500,1625843953859
33591.70000000,0.01488500,1625843955858
33575.71000000,0.01489200,1625843966860
33575.84000000,0.01489000,1625843968884
33577.06000000,0.01489200,1625843972860
33575.84000000,0.01489200,1625843976859
33577.05000000,0.01489100,1625843979860
33575.11000000,0.01489100,1625843985861
33579.02000000,0.01489000,1625843989859
33580.06000000,0.01489000,1625843993884
33577.15000000,0.01489100,1625843997860
33578.65000000,0.01489000,1625844000861
33580.01000000,0.01489000,1625844001874
33581.70000000,0.01488600,1625844003865
33589.99000000,0.01488400,1625844004866
33593.36000000,0.01488300,1625844005864
33590.22000000,0.01488500,1625844012863
33591.90000000,0.01488400,1625844013865
33594.38000000,0.01488300,1625844015863
33596.21000000,0.01488300,1625844016862
33591.04000000,0.01488500,1625844022862
33592.95000000,0.01488400,1625844024863
33594.36000000,0.00210000,1625844025947
33594.37000000,0.01488300,1625844027867
33597.51000000,0.01487700,1625844028874
33599.99000000,0.01476900,1625844029871
33605.86000000,0.01487800,1625844035864
33605.86000000,0.01487900,1625844039865
33605.87000000,0.01487700,1625844041865
33624.99000000,0.01100200,1625844041895
33602.46000000,0.01488000,1625844045862
33603.99000000,0.01488000,1625844047863
33602.07000000,0.01488000,1625844053873
33603.99000000,0.01488000,1625844059865
33604.21000000,0.01487900,1625844063867
33592.53000000,0.01488500,1625844073865
33590.23000000,0.01488500,1625844078865
33592.23000000,0.01488500,1625844079874
33592.25000000,0.01488500,1625844081870
33593.41000000,0.01488300,1625844085864
33592.26000000,0.01488400,1625844089867
33593.79000000,0.01488300,1625844093866
33593.08000000,0.01488400,1625844095878
33580.00000000,0.01488600,1625844106871
33565.02000000,0.01489600,1625844112869
33568.17000000,0.01489500,1625844113866
33568.19000000,0.01489600,1625844115868
33568.20000000,0.01489500,1625844121868
33568.66000000,0.01489300,1625844124869
33571.07000000,0.01489400,1625844126869
33571.79000000,0.01489300,1625844130868
33571.04000000,0.01489300,1625844137878
33574.44000000,0.01489000,1625844138868
33580.00000000,0.01488700,1625844139877
33586.46000000,0.01488700,1625844140869
33581.66000000,0.01488800,1625844143871
33586.05000000,0.01488800,1625844144868
33582.30000000,0.01488900,1625844146870
33580.12000000,0.01488900,1625844150868
33582.26000000,0.01488900,1625844152870
33583.94000000,0.01488700,1625844155870
33584.11000000,0.01488800,1625844159870
33585.93000000,0.01488700,1625844161870
33585.16000000,0.01488700,1625844167871
33585.18000000,0.01488700,1625844169870
33585.16000000,0.01488700,1625844172872
33585.16000000,0.01488800,1625844175870
33587.43000000,0.01488700,1625844176871
33588.57000000,0.01488500,1625844179879
33593.09000000,0.01488500,1625844181236
33624.99000000,0.00387600,1625844181236
33629.23000000,0.01105300,1625844181236
33593.09000000,0.01488300,1625844183873
33590.65000000,0.01488600,1625844186914
33575.00000000,0.01490000,1625844186914
33590.66000000,0.01488400,1625844187871
33586.35000000,0.01488800,1625844192450
33624.99000000,0.01487800,1625844192450
33582.49000000,0.01488900,1625844194871
33582.25000000,0.01488900,1625844197563
33575.00000000,0.01490000,1625844197563
33580.58000000,0.01488900,1625844200875
33582.48000000,0.01488900,1625844201872
33582.76000000,0.01488900,1625844202872
33583.41000000,0.01488900,1625844206875
33582.27000000,0.01488900,1625844212327
33624.99000000,0.01487800,1625844212327
33576.25000000,0.01489100,1625844214894
33578.98000000,0.01488900,1625844216874
33575.01000000,0.01489200,1625844221873
33575.00000000,0.01489300,1625844222919
33574.04000000,0.01489200,1625844227874
33576.31000000,0.01489100,1625844228875
33574.03000000,0.01489000,1625844231873
33557.74000000,0.00546700,1625844231920
33550.00000000,0.01491000,1625844231920
33540.00000000,0.00942700,1625844231920
33576.79000000,0.01489200,1625844235873
33576.93000000,0.01488900,1625844236874
33576.57000000,0.01489200,1625844249875
33576.59000000,0.01489200,1625844250875
33576.61000000,0.01489100,1625844251873
33574.48000000,0.01489200,1625844263876
33576.13000000,0.01000000,1625844265760
33574.16000000,0.01489300,1625844267875
33566.42000000,0.01489600,1625844272877
33566.85000000,0.01489500,1625844273878
33570.00000000,0.01489500,1625844275875
33570.01000000,0.01489500,1625844276875
33565.53000000,0.01489700,1625844285876
33565.66000000,0.01489500,1625844286876
33565.53000000,0.01489600,1625844296876
33566.93000000,0.01489600,1625844297417
33599.99000000,0.01489000,1625844297417
33565.60000000,0.01489600,1625844299876
33562.54000000,0.01489800,1625844301886
33562.75000000,0.01489700,1625844302878
33565.01000000,0.01489700,1625844306878
33565.54000000,0.01489700,1625844309866
33550.00000000,0.01491000,1625844309866
33565.55000000,0.01489600,1625844310878
33567.14000000,0.01489500,1625844311878
33565.11000000,0.01489700,1625844315978
33599.99000000,0.01489000,1625844315978
33561.31000000,0.01489700,1625844318877
33550.00000000,0.00210000,1625844319567
33559.99000000,0.01489900,1625844321201
33550.00000000,0.01281000,1625844321201
33540.00000000,0.00212300,1625844321201
33555.02000000,0.01490100,1625844326804
33599.99000000,0.01489000,1625844326804
33554.61000000,0.01490000,1625844328878
33558.73000000,0.01490000,1625844330466
33550.00000000,0.01491000,1625844330466
33558.74000000,0.01489700,1625844330880
33553.61000000,0.01490200,1625844335712
33599.99000000,0.01489000,1625844335712
33550.77000000,0.01490100,1625844337878
33550.92000000,0.01490200,1625844339878
33550.93000000,0.01490100,1625844341879
33553.39000000,0.01490200,1625844344880
33553.60000000,0.01490200,1625844347263
33550.00000000,0.01491000,1625844347263
33553.61000000,0.01490200,1625844348881
33553.64000000,0.01490100,1625844349879
33555.96000000,0.01490100,1625844352880
33556.00000000,0.01489900,1625844353884
33550.01000000,0.00250000,1625844360654
33547.51000000,0.01490400,1625844368880
33549.00000000,0.01490400,1625844374881
33549.18000000,0.01490400,1625844377880
33549.22000000,0.01490400,1625844386882
33546.20000000,0.01490400,1625844391886
33547.89000000,0.01490400,1625844393881
33549.98000000,0.01489500,1625844407888
33570.54000000,0.01489300,1625844408891
33569.72000000,0.01489200,1625844411883
33561.24000000,0.01489700,1625844418882
33565.13000000,0.00250000,1625844420802
33565.14000000,0.01489700,1625844420885
33565.18000000,0.01489600,1625844421882
33565.93000000,0.01489500,1625844423887
33565.43000000,0.01489300,1625844425884
33572.32000000,0.01489300,1625844427889
33574.19000000,0.01489300,1625844429887
33575.00000000,0.01489200,1625844430884
33575.54000000,0.01489200,1625844431883
33574.95000000,0.01489100,1625844433883
33575.15000000,0.01489100,1625844435886
33577.80000000,0.01488900,1625844438885
33578.27000000,0.01489000,1625844440884
33581.25000000,0.01489000,1625844442886
33581.29000000,0.01489000,1625844443913
33581.59000000,0.01488600,1625844444886
33588.62000000,0.01488400,1625844445886
33593.25000000,0.01488400,1625844446886
33595.63000000,0.01488300,1625844449886
33591.32000000,0.01488400,1625844453884
33581.86000000,0.01488900,1625844461888
33581.97000000,0.01488800,1625844462885
33584.10000000,0.01488800,1625844464887
33583.94000000,0.01488400,1625844467929
33594.84000000,0.01488400,1625844469885
33591.38000000,0.01488400,1625844479888
33594.21000000,0.01488400,1625844481885
33594.19000000,0.01488400,1625844491886
33581.66000000,0.01488800,1625844505882
33584.61000000,0.01488600,1625844506880
33562.22000000,0.01489800,1625844517884
33562.31000000,0.01489700,1625844518881
33563.33000000,0.01489700,1625844522880
33562.40000000,0.01489800,1625844527880
33562.70000000,0.01489500,1625844528883
33570.07000000,0.01489100,1625844532882
33572.00000000,0.01489300,1625844544881
33570.27000000,0.01489400,1625844548882
33565.73000000,0.01489500,1625844554883
33566.19000000,0.01489400,1625844559883
33570.61000000,0.01489400,1625844561881
33570.63000000,0.01489200,1625844563884
33575.65000000,0.01488900,1625844564885
33581.85000000,0.01488800,1625844565885
33575.96000000,0.01489100,1625844567881
33570.62000000,0.01489400,1625844576884
33570.63000000,0.01489400,1625844587885
33571.18000000,0.01489300,1625844588884
33574.99000000,0.01489200,1625844589883
33570.62000000,0.01489300,1625844602886
33573.00000000,0.01489300,1625844603892
33573.01000000,0.01489100,1625844604885
33577.93000000,0.01488700,1625844605889
33576.40000000,0.01489200,1625844609884
33576.44000000,0.01489000,1625844610887
33581.00000000,0.01415000,1625844611886
33581.78000000,0.01488800,1625844614886
33581.01000000,0.01489000,1625844621886
33581.68000000,0.01488800,1625844627887
33584.12000000,0.01488800,1625844628889
33573.00000000,0.01489300,1625844649885
33573.02000000,0.01489300,1625844650886
33574.01000000,0.01489300,1625844651886
33574.05000000,0.01489300,1625844652889
33570.62000000,0.01489400,1625844662899
33570.62000000,0.01489400,1625844671891
33557.74000000,0.00550800,1625844685920
33555.37000000,0.00939300,1625844687890
33558.00000000,0.01490000,1625844690890
33542.16000000,0.01490500,1625844697890
33542.83000000,0.01490700,1625844701422
33599.99000000,0.01489000,1625844701422
33545.76000000,0.01490600,1625844702540
33543.83000000,0.01490200,1625844704890
33541.59000000,0.01490600,1625844708889
33542.84000000,0.01490600,1625844711889
33540.29000000,0.01490600,1625844716889
33541.25000000,0.00250000,1625844721914
33540.25000000,0.01240800,1625844725891
33540.00000000,0.00332700,1625844731917
33531.73000000,0.01491100,1625844736893
33532.12000000,0.01491200,1625844740890
33532.18000000,0.01491000,1625844741892
33534.00000000,0.01491100,1625844743879
33529.23000000,0.00356300,1625844743879
33525.00000000,0.01135800,1625844743879
33532.72000000,0.01491100,1625844745900
33527.06000000,0.01491300,1625844748898
33526.32000000,0.01491400,1625844750197
33579.23000000,0.01492700,1625844750197
33526.29000000,0.01491100,1625844753905
33531.28000000,0.01491200,1625844755902
33527.97000000,0.01491300,1625844758945
33525.00000000,0.00356200,1625844758945
33510.00000000,0.00769300,1625844758945
33500.00000000,0.00367300,1625844758945
33527.98000000,0.01491200,1625844760899
33524.44000000,0.01491200,1625844762900
33523.11000000,0.01491600,1625844769899
33523.12000000,0.01491600,1625844770073
33559.99000000,0.01490800,1625844770073
33518.19000000,0.01491800,1625844778899
33517.84000000,0.01491800,1625844780866
33510.00000000,0.01493000,1625844780866
33517.81000000,0.01491800,1625844781902
33515.73000000,0.01491900,1625844786785
33559.99000000,0.01490800,1625844786785
33510.00000000,0.01492200,1625844790948
33509.88000000,0.01491300,1625844792911
33511.36000000,0.01492000,1625844794899
33511.85000000,0.01492000,1625844796901
33516.72000000,0.01491700,1625844797902
33510.43000000,0.01492100,1625844800648
33500.00000000,0.01124200,1625844800648
33483.77000000,0.00370100,1625844800648
33510.44000000,0.01492000,1625844800906
33511.68000000,0.01492100,1625844804902
33508.65000000,0.01492100,1625844806901
33506.78000000,0.01492100,1625844810903
33506.27000000,0.01492300,1625844812902
33506.40000000,0.01492300,1625844813901
33506.42000000,0.01492200,1625844814901
33502.43000000,0.01492300,1625844816900
33503.02000000,0.01492400,1625844819901
33492.78000000,0.01492900,1625844824904
33487.17000000,0.01492900,1625844826904
33491.26000000,0.01493000,1625844828902
33491.87000000,0.01492900,1625844829900
33492.82000000,0.01492500,1625844830906
33501.65000000,0.01492500,1625844831905
33497.99000000,0.01492600,1625844833909
33499.97000000,0.01492600,1625844834902
33499.95000000,0.01492500,1625844837902
33500.01000000,0.01492500,1625844840902
33501.65000000,0.01491900,1625844841909
33514.46000000,0.01491800,1625844842903
33517.77000000,0.01491700,1625844845905
33520.00000000,0.01491600,1625844846904
33511.87000000,0.01491900,1625844852903
33511.27000000,0.01492000,1625844855907
33511.27000000,0.01492100,1625844859905
33512.93000000,0.01492000,1625844863905
33513.43000000,0.01491800,1625844864903
33518.06000000,0.01491700,1625844865905
33511.64000000,0.01492000,1625844870903
33512.53000000,0.01491900,1625844871904
33511.86000000,0.01492100,1625844877903
33512.00000000,0.01491900,1625844879905
33518.00000000,0.01491800,1625844881907
33516.14000000,0.01491900,1625844883904
33514.60000000,0.01491900,1625844885905
33514.60000000,0.01491900,1625844889904
33512.13000000,0.01491900,1625844891908
33512.94000000,0.01492000,1625844901907
33511.69000000,0.01492000,1625844903906
33513.99000000,0.01492000,1625844904905
33514.00000000,0.01491900,1625844905905
33514.96000000,0.01491900,1625844906906
33515.00000000,0.01491200,1625844907912
33536.45000000,0.01490900,1625844911912
33538.56000000,0.01490800,1625844912908
33527.86000000,0.01491300,1625844914908
33527.89000000,0.01491300,1625844915911
33529.95000000,0.01491000,1625844916915
33535.76000000,0.01490800,1625844917908
33539.90000000,0.01490600,1625844918919
33533.09000000,0.01490900,1625844920908
33529.99000000,0.00210000,1625844922047
33530.00000000,0.01491000,1625844922906
33499.98000000,0.01492600,1625844927907
33499.99000000,0.01492400,1625844928908
33503.25000000,0.01492200,1625844929906
33507.79000000,0.01492100,1625844931909
33493.78000000,0.01492600,1625844935910
33499.48000000,0.01492200,1625844937909
33496.40000000,0.01492700,1625844943910
33497.02000000,0.01492600,1625844944908
33498.68000000,0.01492600,1625844945910
33498.67000000,0.01492400,1625844947907
33504.28000000,0.01492100,1625844950910
33506.93000000,0.01492200,1625844952907
33508.61000000,0.01492100,1625844953912
33510.00000000,0.01492000,1625844954910
33504.28000000,0.01492000,1625844976910
33512.42000000,0.01492000,1625844977911
33513.44000000,0.01491900,1625844980914
33505.01000000,0.01492100,1625844986911
33511.53000000,0.01492000,1625844987910
33513.43000000,0.01491900,1625844990909
33517.59000000,0.01491800,1625844991910
33506.79000000,0.01492100,1625844996909
33509.67000000,0.01492100,1625844999904
33509.93000000,0.01492000,1625845000904
33513.11000000,0.01492000,1625845001903
33513.43000000,0.01491900,1625845002904
33514.99000000,0.01491800,1625845003902
33518.17000000,0.01491700,1625845004906
33519.63000000,0.01491500,1625845007909
