p,q,T
34532.14000000,0.00553900,1625679972196
34532.14000000,0.00933100,1625679973194
34532.14000000,0.00515000,1625679973194
34532.03000000,0.01340800,1625679974197
34532.03000000,0.01274700,1625679974757
34528.50000000,0.01448100,1625679974757
34520.23000000,0.01448100,1625679975150
34520.23000000,0.01149100,1625679976149
34520.23000000,0.00299000,1625679976149
34520.23000000,0.01448100,1625679977149
34520.23000000,0.01448100,1625679978150
34520.23000000,0.00794900,1625679978904
34533.21000000,0.01448100,1625679979194
34534.38000000,0.01448100,1625679980192
34528.83000000,0.01448100,1625679980985
34528.49000000,0.00918300,1625679981150
34537.23000000,0.00529500,1625679981876
34530.15000000,0.01447700,1625679982150
34539.99000000,0.01448000,1625679982994
34546.55000000,0.01447700,1625679983206
34546.55000000,0.01447700,1625679984196
34539.23000000,0.01447700,1625679984994
34530.15000000,0.01447700,1625679985151
34530.15000000,0.00415600,1625679986151
34530.15000000,0.00302500,1625679986151
34539.23000000,0.00516300,1625679987885
34545.16000000,0.01447700,1625679990202
34545.16000000,0.01447700,1625679991194
34542.25000000,0.01447700,1625679992197
34542.25000000,0.00337900,1625679992969
34542.25000000,0.01447600,1625679993204
34542.25000000,0.00792400,1625679993910
34542.14000000,0.01447600,1625679993910
34533.53000000,0.01447600,1625679994152
34533.53000000,0.05006500,1625679994972
34533.53000000,0.01428200,1625679995151
34542.15000000,0.01447600,1625679995210
34547.20000000,0.00289600,1625679995210
34549.99000000,0.00448000,1625679995210
34552.97000000,0.01649900,1625679995917
34552.97000000,0.01447600,1625679996197
34549.33000000,0.01447600,1625679997199
34550.70000000,0.01447600,1625679998197
34542.15000000,0.01447600,1625679999151
34533.95000000,0.01447500,1625679999152
34545.15000000,0.00901600,1625680000156
34545.15000000,0.00545800,1625680000216
34542.16000000,0.00482900,1625680001155
34559.99000000,0.01407400,1625680002043
34566.26000000,0.00672400,1625680002201
34568.78000000,0.00478400,1625680003206
34568.78000000,0.00478400,1625680003206
34565.46000000,0.01447100,1625680004201
34565.46000000,0.01447000,1625680005200
34555.77000000,0.01447000,1625680006163
34555.77000000,0.01447000,1625680006163
34546.74000000,0.01447000,1625680007157
34555.78000000,0.01447000,1625680007229
34565.47000000,0.01446900,1625680008202
34564.21000000,0.01446900,1625680009217
34546.05000000,0.01447000,1625680010179
34555.77000000,0.01447000,1625680011164
34555.66000000,0.01447000,1625680012205
34563.84000000,0.01447000,1625680013195
34554.38000000,0.01447000,1625680013265
34543.44000000,0.00603000,1625680014151
34543.44000000,0.00844000,1625680014151
34562.26000000,0.01447000,1625680015196
34562.26000000,0.01447000,1625680016202
34554.38000000,0.01447000,1625680016371
34543.44000000,0.01447000,1625680017151
34542.78000000,0.01447000,1625680018151
34542.78000000,0.02435000,1625680018354
34542.78000000,0.00853200,1625680019153
34559.99000000,0.03070300,1625680019406
34554.38000000,0.00593800,1625680019406
34543.22000000,0.00459600,1625680020151
34543.22000000,0.00987400,1625680020151
34543.22000000,0.03136300,1625680020366
34562.01000000,0.01447000,1625680021204
34562.01000000,0.01447000,1625680022206
34562.64000000,0.01447000,1625680023219
34555.77000000,0.01447000,1625680023320
34547.51000000,0.01447000,1625680024178
34547.11000000,0.01447000,1625680025152
34547.51000000,0.01447000,1625680026179
34547.51000000,0.01143000,1625680026211
34554.45000000,0.00946600,1625680026211
34562.01000000,0.01446800,1625680027206
34562.01000000,0.00983300,1625680027217
34565.04000000,0.01170400,1625680028218
34564.58000000,0.01446600,1625680029219
34573.86000000,0.01446700,1625680030305
34573.06000000,0.01446700,1625680031199
34570.89000000,0.01446700,1625680032199
34562.72000000,0.01446700,1625680032442
34551.22000000,0.01446600,1625680033152
34552.92000000,0.01446700,1625680034178
34551.22000000,0.01446700,1625680035152
34571.76000000,0.01446700,1625680036207
34557.40000000,0.01446900,1625680036466
34552.92000000,0.01008100,1625680037153
34552.92000000,0.00438400,1625680037153
34552.92000000,0.03125200,1625680037342
34572.80000000,0.01446700,1625680038200
34572.80000000,0.01060400,1625680038405
34572.80000000,0.01446600,1625680039203
34572.72000000,0.01446500,1625680040204
34574.66000000,0.01446400,1625680041197
34569.66000000,0.01446400,1625680041463
34559.29000000,0.01446400,1625680042153
34574.99000000,0.01447000,1625680042470
34575.20000000,0.03534800,1625680042470
34575.20000000,0.01401800,1625680042527
34576.87000000,0.01446400,1625680043210
34576.87000000,0.03138200,1625680043454
34570.64000000,0.01446400,1625680043454
34558.19000000,0.01446400,1625680044153
34559.11000000,0.01446300,1625680045157
34559.11000000,0.06054500,1625680045518
34559.11000000,0.01446300,1625680046152
34585.77000000,0.00813600,1625680048200
34585.77000000,0.00632500,1625680048200
34585.75000000,0.01446100,1625680049201
34589.99000000,0.01380900,1625680049518
34593.11000000,0.00289200,1625680050463
34593.13000000,0.01445700,1625680051197
34592.29000000,0.00914900,1625680052203
34597.51000000,0.00593600,1625680054203
34597.51000000,0.00852100,1625680054203
34597.51000000,0.00458700,1625680054468
34585.88000000,0.01445700,1625680054468
34574.60000000,0.01445700,1625680055152
34574.60000000,0.01572500,1625680055525
34574.60000000,0.01445800,1625680056176
34574.60000000,0.01094000,1625680056467
34592.30000000,0.01445600,1625680057201
34592.30000000,0.01983100,1625680057467
34587.40000000,0.01445700,1625680057467
34574.01000000,0.01445900,1625680058178
34573.89000000,0.00790400,1625680059154
34573.89000000,0.00655500,1625680059154
34573.89000000,0.05009600,1625680059469
34592.16000000,0.00301100,1625680060201
34592.16000000,0.01144800,1625680060201
34592.16000000,0.03978900,1625680060473
34582.77000000,0.01445900,1625680061303
34572.84000000,0.01445900,1625680062183
34572.84000000,0.02834200,1625680062686
34572.84000000,0.01445700,1625680063155
34598.51000000,0.01445700,1625680064202
34586.53000000,0.01445700,1625680064742
34578.78000000,0.01445500,1625680065154
34578.78000000,0.01445800,1625680066176
34574.50000000,0.01234100,1625680067155
34574.50000000,0.00211700,1625680067155
34597.61000000,0.01445500,1625680069201
34597.61000000,0.00485100,1625680069565
34597.61000000,0.01445500,1625680070205
34597.61000000,0.01445500,1625680071202
34599.11000000,0.01445500,1625680072201
34590.82000000,0.00544100,1625680072622
34590.82000000,0.00901400,1625680072681
34581.61000000,0.01154800,1625680073154
34598.13000000,0.01445500,1625680074205
34588.31000000,0.01445600,1625680074636
34582.73000000,0.01445500,1625680075155
34582.73000000,0.01126200,1625680076159
34582.73000000,0.00318900,1625680076159
34609.99000000,0.01445000,1625680077525
34620.06000000,0.00315200,1625680077973
34620.06000000,0.01444700,1625680078213
34620.80000000,0.01444800,1625680079208
34619.94000000,0.01031600,1625680080203
34619.94000000,0.00413300,1625680080203
34619.94000000,0.02362200,1625680080522
34619.94000000,0.00710200,1625680081206
34606.16000000,0.01444900,1625680081266
34560.00000000,0.00289000,1625680081449
34598.65000000,0.00917300,1625680081509
34619.04000000,0.00471500,1625680082207
34619.04000000,0.00973300,1625680082207
34615.36000000,0.00466600,1625680083206
34615.36000000,0.00882100,1625680083206
34607.16000000,0.01444800,1625680083509
34599.06000000,0.01444800,1625680084178
34624.99000000,0.00445000,1625680085651
34630.99000000,0.01444100,1625680086208
34621.93000000,0.00495500,1625680086653
34621.93000000,0.00948700,1625680086713
34612.41000000,0.00547300,1625680087159
34630.68000000,0.00951500,1625680088202
34630.68000000,0.00493100,1625680088202
34624.68000000,0.01444800,1625680089202
34608.41000000,0.01444800,1625680089655
34592.36000000,0.01444800,1625680090187
34620.31000000,0.01444800,1625680091208
34606.90000000,0.01444800,1625680091640
34597.29000000,0.01444800,1625680092154
34595.65000000,0.00979100,1625680093180
34597.29000000,0.00465800,1625680093180
34597.29000000,0.01000000,1625680093490
34592.63000000,0.01356000,1625680094180
34613.21000000,0.01445000,1625680095200
34622.78000000,0.01444700,1625680096208
34623.08000000,0.01444700,1625680097201
34610.76000000,0.01444700,1625680097699
34601.34000000,0.00835900,1625680098178
34601.34000000,0.00608800,1625680098178
34601.34000000,0.01878200,1625680098604
34623.12000000,0.01444800,1625680099200
34623.12000000,0.02639700,1625680099595
34623.12000000,0.01444900,1625680100213
34627.77000000,0.01444300,1625680102202
34627.77000000,0.01444600,1625680103210
34613.26000000,0.01444600,1625680103769
34603.94000000,0.01444600,1625680104156
34625.00000000,0.01000000,1625680104922
34625.00000000,0.01444600,1625680105201
34613.28000000,0.01444600,1625680105713
34602.10000000,0.01242400,1625680106156
34602.10000000,0.00202200,1625680106156
34602.10000000,0.04636800,1625680106712
34602.10000000,0.01444600,1625680107154
34602.10000000,0.00249600,1625680107579
34627.77000000,0.01412100,1625680108200
34627.77000000,0.03083400,1625680108582
34627.77000000,0.01444500,1625680109201
34627.77000000,0.01738200,1625680109584
34615.01000000,0.01444500,1625680109584
34606.77000000,0.00316300,1625680110156
34606.77000000,0.01128200,1625680110156
34606.77000000,0.05454200,1625680110585
34627.84000000,0.00701500,1625680111208
34627.84000000,0.00742900,1625680111208
34627.84000000,0.02204900,1625680111590
34627.84000000,0.01444400,1625680112205
34627.84000000,0.00904100,1625680112597
34618.58000000,0.01444400,1625680112718
34606.63000000,0.00805200,1625680113155
34625.87000000,0.01444500,1625680115204
34623.99000000,0.01444300,1625680116210
34623.99000000,0.02848700,1625680116733
34623.99000000,0.01444500,1625680117209
34627.16000000,0.01444500,1625680118209
34623.51000000,0.01444500,1625680119202
34623.51000000,0.01194500,1625680120208
34616.36000000,0.01444500,1625680121833
34609.81000000,0.01444200,1625680122156
34631.05000000,0.01444200,1625680123209
34623.10000000,0.00661100,1625680124097
34623.10000000,0.00783100,1625680124153
34614.93000000,0.01444200,1625680124156
34616.28000000,0.01443400,1625680125163
34639.99000000,0.01442800,1625680126175
34649.99000000,0.01444000,1625680126804
34659.67000000,0.00869200,1625680126804
34659.99000000,0.01443000,1625680126804
34665.51000000,0.01220400,1625680127210
34665.51000000,0.00222300,1625680127210
34665.51000000,0.03925300,1625680127696
34659.38000000,0.01442700,1625680127696
34645.66000000,0.01442700,1625680128184
34644.36000000,0.01442700,1625680129181
34644.36000000,0.03260800,1625680129753
34669.77000000,0.01204900,1625680130206
34669.77000000,0.00238300,1625680130206
34669.99000000,0.01443100,1625680131212
34669.99000000,0.01129200,1625680131403
34669.99000000,0.02621300,1625680131704
34648.17000000,0.01443100,1625680131704
34641.80000000,0.01442800,1625680132160
34641.93000000,0.00397000,1625680133158
34641.93000000,0.01045800,1625680133158
34648.14000000,0.01442700,1625680134157
34648.14000000,0.01208500,1625680135157
34648.18000000,0.00234200,1625680135157
34650.89000000,0.01442200,1625680136161
34664.15000000,0.01442100,1625680137161
34664.15000000,0.03398800,1625680137705
34674.99000000,0.01443000,1625680137705
34683.97000000,0.01441800,1625680138208
34683.46000000,0.01328100,1625680139212
34683.46000000,0.02427700,1625680139707
34683.46000000,0.00455600,1625680140212
34670.00000000,0.01233700,1625680140270
34670.00000000,0.00208500,1625680140707
34659.63000000,0.01441800,1625680141159
34684.54000000,0.01442000,1625680142211
34682.27000000,0.01442100,1625680143205
34672.68000000,0.01442100,1625680143924
34667.69000000,0.01441800,1625680144159
34684.14000000,0.01441900,1625680145205
34684.26000000,0.01441900,1625680146206
34681.98000000,0.01441700,1625680148125
34667.69000000,0.01442000,1625680148195
34667.69000000,0.01442000,1625680149166
34667.69000000,0.00510700,1625680150160
34668.11000000,0.00814800,1625680150160
34669.18000000,0.01169000,1625680151184
34679.44000000,0.00272800,1625680151326
34670.03000000,0.00755400,1625680152161
34689.99000000,0.01442000,1625680153272
34690.78000000,0.01441700,1625680154205
34690.78000000,0.01441700,1625680155207
34690.78000000,0.02329100,1625680155356
34690.78000000,0.01441700,1625680156207
34690.23000000,0.01441800,1625680157207
34690.00000000,0.01441500,1625680158207
34691.15000000,0.01441700,1625680159211
34683.18000000,0.01441700,1625680159358
34675.17000000,0.01374500,1625680160194
34675.17000000,0.03556500,1625680160303
34690.00000000,0.00288300,1625680161210
34689.98000000,0.00646700,1625680161210
34689.98000000,0.00507000,1625680161210
34687.75000000,0.01442700,1625680162211
34699.99000000,0.00288400,1625680162862
34671.05000000,0.00430900,1625680163212
34659.17000000,0.01442700,1625680163304
34644.82000000,0.01442600,1625680164159
34645.63000000,0.00826600,1625680165159
34645.63000000,0.00616000,1625680165159
34645.63000000,0.01273300,1625680165340
34673.31000000,0.01442600,1625680166205
34672.94000000,0.01442700,1625680167205
34672.94000000,0.03578900,1625680167402
34672.94000000,0.01443000,1625680168212
34672.94000000,0.00757500,1625680168343
34651.15000000,0.01443000,1625680168461
34640.00000000,0.01444000,1625680168461
34636.42000000,0.01443000,1625680169159
34638.63000000,0.00765400,1625680170156
34653.81000000,0.00677500,1625680170416
34638.57000000,0.01442800,1625680171158
34672.05000000,0.08083200,1625680171580
34672.05000000,0.05101100,1625680171580
34625.00000000,0.01445000,1625680171580
34610.00000000,0.01445000,1625680171580
34600.00000000,0.01446000,1625680171580
34590.00000000,0.01446000,1625680171580
34575.77000000,0.01443000,1625680172191
34575.77000000,0.00686500,1625680172721
34575.77000000,0.01443000,1625680173159
34575.77000000,0.01442900,1625680174158
34575.77000000,0.01442800,1625680175159
34575.77000000,0.01000000,1625680175927
34575.77000000,0.01442800,1625680176158
34575.77000000,0.01442800,1625680177160
34575.77000000,0.01442800,1625680178162
34575.77000000,0.01442700,1625680179158
34575.77000000,0.01442800,1625680180181
34575.77000000,0.01442800,1625680181159
34575.77000000,0.01443400,1625680182192
34575.77000000,0.01443300,1625680183158
34575.77000000,0.01443100,1625680184160
34575.77000000,0.01443600,1625680185187
34575.77000000,0.01443600,1625680186158
34575.77000000,0.01443200,1625680187159
34575.77000000,0.01443200,1625680188161
34575.77000000,0.01443200,1625680189162
34575.77000000,0.01443200,1625680190158
34575.77000000,0.01443200,1625680191183
34575.77000000,0.01443500,1625680192187
34575.77000000,0.01443500,1625680193159
34575.77000000,0.01443500,1625680194184
34575.77000000,0.01443500,1625680195158
34575.77000000,0.01443500,1625680196157
34575.77000000,0.01443500,1625680197159
34575.77000000,0.01443500,1625680198160
34575.77000000,0.01443500,1625680199158
34575.77000000,0.01443500,1625680200163
34575.77000000,0.01443500,1625680201158
34575.77000000,0.01443500,1625680202160
34575.77000000,0.01443500,1625680203158
34575.77000000,0.00578400,1625680203599
34575.77000000,0.00723000,1625680203604
34575.77000000,0.00723000,1625680203610
34575.77000000,0.01443500,1625680204160
34575.77000000,0.01443500,1625680205186
34575.77000000,0.01443500,1625680206158
34575.77000000,0.01443500,1625680207183
34575.77000000,0.01443400,1625680208160
34575.77000000,0.01443400,1625680209160
34575.77000000,0.01443200,1625680210161
34575.77000000,0.00334200,1625680210691
34575.77000000,0.00334200,1625680210745
34575.77000000,0.01443100,1625680211160
34575.77000000,0.01443100,1625680212159
34575.77000000,0.01442800,1625680213158
34575.77000000,0.01442800,1625680214160
34575.77000000,0.01442800,1625680215181
34575.77000000,0.01442800,1625680216159
34575.77000000,0.01442900,1625680217184
34575.77000000,0.01442900,1625680218183
34575.77000000,0.01443100,1625680219186
34575.77000000,0.01443100,1625680220187
34575.77000000,0.01443100,1625680221164
34575.77000000,0.01443100,1625680222166
34575.77000000,0.01443100,1625680223161
34575.77000000,0.01070500,1625680224160
34636.40000000,0.00372600,1625680224160
34638.03000000,0.01443100,1625680225187
34638.11000000,0.01443100,1625680226166
34638.28000000,0.01443100,1625680227163
34638.28000000,0.03762500,1625680227780
34638.28000000,0.01442900,1625680228170
34579.23000000,0.01000000,1625680229161
34639.99000000,0.00442900,1625680229161
34639.99000000,0.01001100,1625680229919
34642.81000000,0.02633500,1625680229919
34642.81000000,0.01442900,1625680230161
34645.95000000,0.01442900,1625680231158
34641.90000000,0.01443100,1625680232186
34641.90000000,0.03323500,1625680232994
34641.90000000,0.01443200,1625680233188
34641.90000000,0.00768000,1625680233934
34649.99000000,0.00326900,1625680233934
34649.99000000,0.01117100,1625680234050
34655.39000000,0.01443300,1625680234216
34655.39000000,0.03947500,1625680234938
34643.79000000,0.01443300,1625680234938
34630.01000000,0.00680500,1625680235188
34630.01000000,0.00763000,1625680235188
34633.15000000,0.01443500,1625680236165
34633.15000000,0.02706900,1625680236941
34649.99000000,0.01443500,1625680237213
34640.12000000,0.01443500,1625680238048
34630.13000000,0.01443500,1625680238166
34649.50000000,0.01443500,1625680239183
34640.00000000,0.01443500,1625680240061
34629.56000000,0.01443500,1625680240156
34648.00000000,0.01443500,1625680241178
34648.00000000,0.01443500,1625680242174
34647.53000000,0.01443500,1625680243186
34646.76000000,0.01443500,1625680244182
34646.76000000,0.03524500,1625680245016
34646.76000000,0.01443500,1625680245180
34646.76000000,0.01343700,1625680245957
34639.97000000,0.00236300,1625680245957
34639.97000000,0.01207200,1625680246070
34630.00000000,0.01443500,1625680246156
34630.00000000,0.04329500,1625680246958
34644.25000000,0.01443600,1625680247189
34644.28000000,0.01443600,1625680248180
34637.68000000,0.01443600,1625680249071
34624.68000000,0.01443800,1625680249164
34643.69000000,0.01443500,1625680250178
34643.69000000,0.01443300,1625680251023
34643.69000000,0.01443500,1625680251181
34643.69000000,0.00252300,1625680251972
34639.62000000,0.01443500,1625680252090
34630.92000000,0.00505600,1625680252156
34639.62000000,0.00937900,1625680252976
34631.12000000,0.01443500,1625680253154
34631.12000000,0.00473200,1625680254156
34631.12000000,0.00970300,1625680254156
34630.04000000,0.01443500,1625680255156
34647.58000000,0.01443500,1625680256180
34639.62000000,0.01443500,1625680257093
34630.00000000,0.00269400,1625680257155
34639.62000000,0.01116300,1625680257999
34630.00000000,0.01154900,1625680258155
34646.43000000,0.01443500,1625680259181
34644.86000000,0.01443600,1625680260180
34644.86000000,0.00756900,1625680261059
34644.86000000,0.01443600,1625680261181
34644.86000000,0.01443600,1625680262176
34647.72000000,0.01443600,1625680263185
34647.72000000,0.01443600,1625680264181
34637.85000000,0.01443600,1625680265127
34629.56000000,0.00559800,1625680265155
34637.85000000,0.00630100,1625680265185
34637.85000000,0.00858500,1625680267014
34637.85000000,0.00517800,1625680267068
34630.01000000,0.00340700,1625680267156
34637.85000000,0.01102900,1625680268012
34634.16000000,0.01251100,1625680268160
34650.00000000,0.01443400,1625680270188
34652.34000000,0.01443400,1625680271201
34651.72000000,0.01443400,1625680272177
34642.25000000,0.01443400,1625680273148
34633.29000000,0.01443400,1625680273157
34651.32000000,0.01443300,1625680274184
34655.00000000,0.01443400,1625680276194
34655.00000000,0.00288300,1625680276804
34655.00000000,0.01698200,1625680277091
34655.00000000,0.01443400,1625680277183
34655.38000000,0.01443200,1625680278183
34646.20000000,0.01443200,1625680279152
34635.94000000,0.01443400,1625680279157
34655.17000000,0.01443200,1625680280178
34655.38000000,0.00288600,1625680281182
34646.19000000,0.01154600,1625680281184
34647.73000000,0.01443100,1625680284272
34639.90000000,0.01443100,1625680285158
34658.54000000,0.00749400,1625680287114
34658.54000000,0.01442900,1625680287188
34658.54000000,0.01442900,1625680288183
34659.99000000,0.01443000,1625680288235
34662.95000000,0.00718200,1625680289181
34662.95000000,0.01442700,1625680290205
34671.84000000,0.00729400,1625680292183
34671.84000000,0.00713200,1625680292183
34659.99000000,0.01442600,1625680292376
34652.46000000,0.01442600,1625680293159
34652.47000000,0.01442600,1625680294162
34649.58000000,0.01442600,1625680295155
34649.58000000,0.00229000,1625680296158
34649.58000000,0.01213600,1625680296158
34649.58000000,0.01764700,1625680296299
34669.98000000,0.01442600,1625680297188
34669.52000000,0.01442600,1625680298181
34669.52000000,0.00686200,1625680298299
34670.00000000,0.01442600,1625680299180
34660.79000000,0.01442600,1625680299420
34652.46000000,0.01442500,1625680300159
34652.46000000,0.01414200,1625680300244
34670.00000000,0.01442500,1625680302182
34671.38000000,0.01442500,1625680303185
34672.98000000,0.01086100,1625680304185
34670.00000000,0.00356300,1625680304185
34672.90000000,0.01442400,1625680305183
34665.14000000,0.01442400,1625680305425
34672.98000000,0.01442400,1625680308184
34663.74000000,0.01442500,1625680311228
34651.71000000,0.01442600,1625680312171
34648.30000000,0.01442600,1625680313160
34664.81000000,0.01676500,1625680315178
34664.81000000,0.01442900,1625680315185
34659.94000000,0.01442900,1625680316187
34659.94000000,0.01006800,1625680317181
34667.02000000,0.01091900,1625680318200
34652.46000000,0.01442900,1625680319127
34647.02000000,0.01442900,1625680319161
34647.02000000,0.01442900,1625680320174
34647.02000000,0.01636400,1625680320196
34647.02000000,0.02060600,1625680321130
34647.02000000,0.01443000,1625680321175
34660.79000000,0.03822900,1625680323155
34652.42000000,0.01443000,1625680323155
34638.55000000,0.00421000,1625680323158
34652.42000000,0.01022000,1625680323214
34638.55000000,0.02677500,1625680324144
34659.99000000,0.01443000,1625680324189
34659.99000000,0.01443000,1625680325182
34659.29000000,0.01443200,1625680326189
34646.18000000,0.01443200,1625680326254
34637.68000000,0.01443200,1625680327160
34635.83000000,0.01443200,1625680328169
34652.43000000,0.01443200,1625680329184
34646.14000000,0.01443200,1625680329271
34633.40000000,0.01443200,1625680330160
34652.39000000,0.01443200,1625680331181
34652.43000000,0.01443200,1625680332198
34652.43000000,0.00701300,1625680333183
34652.43000000,0.00741900,1625680333183
34652.43000000,0.00731500,1625680333241
34652.43000000,0.00462200,1625680334194
34652.39000000,0.00981000,1625680334194
34652.39000000,0.01443200,1625680335191
34652.39000000,0.01443200,1625680336179
34646.06000000,0.01443200,1625680336297
34635.48000000,0.01443200,1625680337160
34652.47000000,0.01443200,1625680338179
34652.47000000,0.00931000,1625680339186
34652.47000000,0.00512200,1625680339186
34646.06000000,0.01443200,1625680339309
34636.20000000,0.01443200,1625680340163
34636.41000000,0.01443200,1625680341160
34636.21000000,0.01443200,1625680342160
34635.45000000,0.01443200,1625680343160
34635.48000000,0.01342600,1625680344159
34636.20000000,0.00769000,1625680345171
34650.09000000,0.01443300,1625680346181
34651.90000000,0.01443300,1625680347193
34650.92000000,0.01443300,1625680348194
34650.92000000,0.00638000,1625680348458
34650.92000000,0.01443300,1625680349182
34650.74000000,0.01443300,1625680350185
34644.97000000,0.01443300,1625680350515
34635.45000000,0.01443300,1625680351160
34635.45000000,0.01965200,1625680351534
34635.45000000,0.01443300,1625680352175
34632.69000000,0.01443400,1625680353176
34649.41000000,0.01443400,1625680354197
34640.47000000,0.01443400,1625680354646
34633.40000000,0.01348700,1625680355159
34633.40000000,0.00249900,1625680356174
34647.76000000,0.01443500,1625680358189
34647.76000000,0.01391700,1625680358629
34647.76000000,0.01443500,1625680359221
34647.76000000,0.00268400,1625680359555
34639.99000000,0.01194900,1625680359555
34639.99000000,0.00248600,1625680359669
34633.24000000,0.01443500,1625680360159
34633.24000000,0.01443500,1625680361162
34633.24000000,0.01379500,1625680362162
34648.26000000,0.01443500,1625680363186
34639.99000000,0.01443500,1625680363666
34631.37000000,0.00425800,1625680364172
34631.37000000,0.00425800,1625680364172
34646.44000000,0.01443500,1625680365215
34646.44000000,0.00350200,1625680365677
34646.44000000,0.01443500,1625680366184
34646.44000000,0.01443400,1625680367194
34642.27000000,0.01443400,1625680367960
34634.50000000,0.01438600,1625680368163
34634.50000000,0.02134200,1625680368860
34649.67000000,0.01443400,1625680369188
34649.67000000,0.01443400,1625680370193
34649.30000000,0.01443400,1625680371184
34648.83000000,0.03619300,1625680373018
34642.29000000,0.01094200,1625680373018
34642.29000000,0.00349200,1625680373129
34637.22000000,0.01443300,1625680373163
34644.48000000,0.00616900,1625680374166
34655.23000000,0.00601900,1625680375046
34655.23000000,0.00576800,1625680375991
34655.23000000,0.01442900,1625680377189
34655.23000000,0.01442900,1625680378185
34665.72000000,0.01442900,1625680379187
34665.66000000,0.01442900,1625680380215
34665.66000000,0.01442600,1625680381187
34665.66000000,0.01969600,1625680382048
34665.66000000,0.01442800,1625680382185
34662.95000000,0.01443000,1625680383186
34660.79000000,0.01443000,1625680384188
34655.23000000,0.02583100,1625680385004
34655.23000000,0.01876100,1625680385059
34655.23000000,0.01443200,1625680385194
34655.23000000,0.01443200,1625680386192
34655.23000000,0.02708300,1625680386998
34655.23000000,0.02708300,1625680387056
34655.23000000,0.01443300,1625680387186
34655.23000000,0.01443400,1625680388192
34655.23000000,0.01443400,1625680389190
34655.23000000,0.01443400,1625680390190
34655.23000000,0.01443400,1625680391187
34655.23000000,0.01443400,1625680392189
34655.23000000,0.01443300,1625680393189
34655.23000000,0.00369200,1625680394024
34655.23000000,0.00369200,1625680394078
34655.23000000,0.01443300,1625680394187
34655.23000000,0.01443200,1625680395190
34656.29000000,0.01443300,1625680396191
34656.29000000,0.01443200,1625680397190
34656.29000000,0.01443400,1625680398189
34656.29000000,0.01443400,1625680399186
34656.29000000,0.03948700,1625680399975
34656.29000000,0.01443400,1625680400192
34656.29000000,0.01443400,1625680401191
34656.29000000,0.00656400,1625680402197
34655.23000000,0.00787000,1625680402197
34655.23000000,0.01443400,1625680403185
34655.23000000,0.01443400,1625680404187
34655.23000000,0.05179200,1625680404321
34655.23000000,0.01443400,1625680405187
34655.23000000,0.01443400,1625680406188
34655.23000000,0.01443400,1625680407187
34655.23000000,0.01046500,1625680408054
34655.23000000,0.01534600,1625680408107
34655.23000000,0.01443400,1625680408191
34655.23000000,0.01443400,1625680409189
34655.23000000,0.01443400,1625680410187
34655.23000000,0.01443400,1625680411190
34655.23000000,0.01443400,1625680412198
34655.23000000,0.01443400,1625680413193
34655.23000000,0.01443400,1625680414187
34655.23000000,0.01443400,1625680415191
34655.23000000,0.01443500,1625680416190
34655.23000000,0.01443600,1625680417189
34655.23000000,0.01443600,1625680418189
34655.23000000,0.00786200,1625680418421
