p,q,T
34815.91000000,0.01435800,1625647993624
34815.91000000,0.01009100,1625647994618
34815.91000000,0.00426700,1625647994618
34815.91000000,0.03743000,1625647994931
34832.38000000,0.01435800,1625647995642
34832.38000000,0.04296000,1625647996048
34832.38000000,0.01435700,1625647996649
34826.91000000,0.01435700,1625647997045
34826.91000000,0.00743000,1625647998058
34826.91000000,0.00504900,1625647998121
34820.09000000,0.01435800,1625647998631
34820.09000000,0.01435800,1625647999619
34820.09000000,0.00591900,1625648000619
34833.12000000,0.01435800,1625648001645
34833.12000000,0.01435800,1625648002643
34833.12000000,0.01435800,1625648003646
34833.12000000,0.01435800,1625648004650
34833.12000000,0.05248900,1625648005141
34833.12000000,0.01435800,1625648005646
34824.03000000,0.01435800,1625648006134
34819.27000000,0.00437100,1625648006620
34824.03000000,0.00998700,1625648007073
34819.27000000,0.01435800,1625648007618
34819.27000000,0.01435800,1625648008617
34819.27000000,0.00336600,1625648009092
34831.43000000,0.01435800,1625648009648
34830.00000000,0.01435800,1625648010644
34831.46000000,0.01435800,1625648011656
34827.99000000,0.01436000,1625648012654
34826.94000000,0.00721000,1625648013648
34826.94000000,0.00715000,1625648013648
34826.94000000,0.04655000,1625648014118
34826.94000000,0.01320400,1625648014649
34812.77000000,0.01436300,1625648014799
34805.76000000,0.01248500,1625648015621
34805.87000000,0.01436300,1625648016621
34804.42000000,0.01436300,1625648017619
34804.42000000,0.00287300,1625648018279
34804.42000000,0.01436300,1625648018620
34804.42000000,0.00436800,1625648019621
34824.02000000,0.01436300,1625648024644
34824.02000000,0.01436300,1625648025649
34823.85000000,0.01436300,1625648026654
34812.77000000,0.01436300,1625648027307
34799.07000000,0.01436400,1625648027631
34817.34000000,0.01436600,1625648028649
34817.34000000,0.01248000,1625648029239
34817.34000000,0.01436900,1625648029666
34810.43000000,0.01336900,1625648030647
34812.78000000,0.01436900,1625648031642
34797.99000000,0.01436900,1625648032353
34791.41000000,0.01436900,1625648032622
34812.77000000,0.01436900,1625648033649
34812.00000000,0.01285400,1625648034649
34812.00000000,0.01067600,1625648035232
34812.00000000,0.00745500,1625648035650
34797.45000000,0.01067600,1625648035708
34797.45000000,0.00369300,1625648036236
34791.41000000,0.01124200,1625648036626
34791.41000000,0.00312700,1625648036626
34791.41000000,0.01180800,1625648037196
34810.74000000,0.00707800,1625648037647
34810.74000000,0.00729100,1625648037647
34810.43000000,0.01048100,1625648038654
34810.43000000,0.00288800,1625648038654
34812.58000000,0.01436900,1625648039649
34797.45000000,0.01436900,1625648040492
34791.25000000,0.01436900,1625648040624
34818.02000000,0.01436700,1625648041669
34804.17000000,0.01436700,1625648042390
34795.09000000,0.01436700,1625648042622
34814.91000000,0.01436700,1625648043646
34804.17000000,0.01208000,1625648044391
34804.17000000,0.00228700,1625648044452
34796.00000000,0.00497400,1625648044622
34804.17000000,0.00583300,1625648045363
34804.17000000,0.00356000,1625648045423
34796.01000000,0.00227300,1625648045620
34804.19000000,0.01206900,1625648048414
34804.19000000,0.00229800,1625648048479
34790.29000000,0.00977100,1625648048634
34812.00000000,0.01436900,1625648049785
34810.52000000,0.01436900,1625648050650
34810.52000000,0.00924500,1625648051651
34810.52000000,0.00512700,1625648051651
34810.52000000,0.00902900,1625648051714
34810.52000000,0.01196500,1625648052500
34810.52000000,0.01186200,1625648052648
34803.98000000,0.01436700,1625648052711
34791.32000000,0.01436700,1625648053628
34813.49000000,0.01436700,1625648054649
34813.49000000,0.01436700,1625648055644
34813.49000000,0.01436700,1625648056654
34803.99000000,0.01436700,1625648056755
34804.16000000,0.01436700,1625648057635
34796.14000000,0.01436400,1625648058623
34819.45000000,0.01436400,1625648059654
34819.45000000,0.01571100,1625648060581
34819.45000000,0.01436400,1625648060647
34820.32000000,0.01436400,1625648061646
34824.01000000,0.01436200,1625648062649
34815.54000000,0.01436200,1625648063538
34809.04000000,0.01436200,1625648063622
34809.43000000,0.01393000,1625648064622
34809.43000000,0.00480300,1625648065403
34822.51000000,0.01436400,1625648065648
34810.47000000,0.01436400,1625648066527
34803.83000000,0.01436400,1625648066624
34821.86000000,0.01436400,1625648067649
34810.47000000,0.01436400,1625648068531
34802.24000000,0.01436400,1625648068622
34803.35000000,0.01369700,1625648069621
34803.35000000,0.00877800,1625648070623
34810.47000000,0.00308100,1625648071405
34820.00000000,0.01436300,1625648075647
34820.95000000,0.01436300,1625648076650
34819.99000000,0.01436300,1625648077671
34819.99000000,0.03098400,1625648078528
34819.99000000,0.01436400,1625648078644
34819.99000000,0.01585200,1625648079470
34809.99000000,0.00447200,1625648079470
34809.99000000,0.00989200,1625648079599
34803.77000000,0.01436300,1625648079623
34804.18000000,0.01436300,1625648080622
34804.18000000,0.00843500,1625648081624
34812.75000000,0.00592800,1625648082483
34803.65000000,0.01111500,1625648082624
34820.19000000,0.01436300,1625648083652
34820.01000000,0.01436200,1625648084656
34820.01000000,0.01436200,1625648085646
34823.34000000,0.01436200,1625648086651
34823.10000000,0.01436200,1625648087650
34823.10000000,0.00915100,1625648088668
34817.97000000,0.00521400,1625648088668
34817.33000000,0.01307700,1625648089662
34817.33000000,0.01436400,1625648090653
34817.85000000,0.01436400,1625648091652
34817.85000000,0.01436200,1625648092670
34817.85000000,0.00725200,1625648093521
34812.97000000,0.01436300,1625648093521
34806.18000000,0.01436200,1625648093623
34806.18000000,0.01804600,1625648094589
34806.18000000,0.01436200,1625648094624
34806.18000000,0.00419700,1625648095522
34821.03000000,0.01436200,1625648095653
34823.95000000,0.01436400,1625648096654
34823.95000000,0.03130300,1625648097624
34810.79000000,0.01436400,1625648097624
34803.99000000,0.00684900,1625648097625
34810.98000000,0.00751500,1625648097750
34803.99000000,0.01436300,1625648098625
34805.47000000,0.01436300,1625648099626
34806.19000000,0.01436300,1625648100625
34806.87000000,0.01436300,1625648101629
34804.52000000,0.01000000,1625648102254
34804.52000000,0.00319000,1625648102623
34813.20000000,0.00340400,1625648102647
34813.20000000,0.00666500,1625648102767
34819.43000000,0.01436000,1625648107656
34827.75000000,0.01435900,1625648108663
34827.75000000,0.01435900,1625648109658
34827.75000000,0.03289300,1625648109843
34827.75000000,0.01436100,1625648110652
34827.75000000,0.00722600,1625648111651
34826.00000000,0.00713600,1625648111651
34826.00000000,0.02210400,1625648111782
34826.00000000,0.00744800,1625648112654
34815.54000000,0.01436200,1625648112718
34805.81000000,0.01078300,1625648113626
34805.81000000,0.00357900,1625648113626
34805.81000000,0.00733900,1625648114650
34813.20000000,0.00702400,1625648114791
34802.80000000,0.01242800,1625648115625
34802.80000000,0.01436500,1625648116623
34803.00000000,0.00689600,1625648117638
34803.00000000,0.00746700,1625648117638
34803.00000000,0.00258100,1625648117797
34821.56000000,0.01436500,1625648118652
34821.56000000,0.01436500,1625648119656
34818.06000000,0.01436500,1625648120651
34818.06000000,0.01660500,1625648120921
34818.06000000,0.01436500,1625648121652
34818.06000000,0.01436600,1625648122646
34818.06000000,0.00528600,1625648122928
34818.06000000,0.01272400,1625648123663
34806.74000000,0.01082900,1625648123725
34806.74000000,0.00353700,1625648123865
34797.74000000,0.01436600,1625648124625
34797.74000000,0.00670000,1625648125624
34797.74000000,0.00666600,1625648125624
34806.74000000,0.01267800,1625648127897
34798.56000000,0.00230800,1625648128649
34812.47000000,0.01436700,1625648131655
34812.43000000,0.01336700,1625648132655
34813.21000000,0.01436700,1625648133666
34802.15000000,0.01436700,1625648134138
34795.40000000,0.01436700,1625648134626
34815.15000000,0.01436700,1625648135657
34815.15000000,0.01687400,1625648136076
34815.15000000,0.01436700,1625648136658
34813.19000000,0.01436700,1625648137654
34802.14000000,0.00564600,1625648138146
34802.14000000,0.00872100,1625648138214
34795.06000000,0.00287800,1625648138627
34802.14000000,0.01103000,1625648139017
34795.77000000,0.01057100,1625648139627
34806.64000000,0.00379500,1625648140018
34799.76000000,0.00565200,1625648140627
34817.43000000,0.01436500,1625648141651
34817.82000000,0.01436500,1625648142650
34817.43000000,0.01436500,1625648143646
34818.06000000,0.01436500,1625648144651
34817.43000000,0.01436500,1625648145652
34817.82000000,0.01436500,1625648146656
34807.53000000,0.01436500,1625648147198
34800.86000000,0.01436400,1625648147626
34818.20000000,0.01436400,1625648148655
34811.12000000,0.01436400,1625648149341
34800.86000000,0.00627700,1625648149635
34800.86000000,0.00627600,1625648149635
34818.06000000,0.01308700,1625648150648
34818.06000000,0.01181000,1625648151159
34805.11000000,0.00774400,1625648151159
34805.11000000,0.00662200,1625648151278
34798.80000000,0.01293200,1625648151625
34810.37000000,0.01319000,1625648153195
34800.00000000,0.01436400,1625648153627
34800.00000000,0.01009800,1625648154626
34800.00000000,0.00426600,1625648154626
34800.95000000,0.01436400,1625648155627
34800.95000000,0.01458700,1625648156234
34817.23000000,0.01436400,1625648156657
34817.23000000,0.01436400,1625648157657
34817.73000000,0.01436400,1625648158654
34818.20000000,0.01436400,1625648159652
34818.84000000,0.00522900,1625648160650
34818.84000000,0.00913500,1625648160650
34821.33000000,0.01436300,1625648161658
34821.33000000,0.03565300,1625648162362
34821.33000000,0.01436100,1625648162670
34818.63000000,0.01436100,1625648163499
34809.96000000,0.01436300,1625648163640
34805.07000000,0.01203800,1625648164648
34805.07000000,0.00232600,1625648164648
34805.72000000,0.00659700,1625648165626
34822.85000000,0.01436300,1625648166654
34821.79000000,0.01436400,1625648167654
34821.79000000,0.01089300,1625648168476
34821.79000000,0.01436400,1625648168654
34821.79000000,0.00464500,1625648169403
34821.79000000,0.00287200,1625648169531
34810.37000000,0.01436400,1625648169531
34807.31000000,0.01175200,1625648169636
34820.72000000,0.01436400,1625648170661
34811.10000000,0.01436400,1625648171527
34805.09000000,0.01436400,1625648171630
34820.55000000,0.01436400,1625648172650
34822.85000000,0.00287300,1625648173538
34823.34000000,0.01436400,1625648173654
34811.10000000,0.01436400,1625648174533
34806.35000000,0.01436500,1625648174647
34820.00000000,0.01436400,1625648175652
34811.02000000,0.01118200,1625648176542
34811.02000000,0.00318200,1625648176604
34803.57000000,0.00512800,1625648176628
34820.00000000,0.01436400,1625648177655
34811.06000000,0.01436400,1625648178582
34803.58000000,0.01436400,1625648178626
34820.00000000,0.01436400,1625648179658
34811.06000000,0.00495000,1625648180613
34811.06000000,0.00495000,1625648180679
34823.34000000,0.01436200,1625648181654
34821.36000000,0.01436400,1625648182653
34821.36000000,0.02087800,1625648183650
34821.36000000,0.01436400,1625648183657
34821.36000000,0.01822300,1625648184543
34814.99000000,0.01436200,1625648184671
34807.52000000,0.01436200,1625648185628
34808.01000000,0.01436300,1625648186645
34808.01000000,0.01743800,1625648186673
34823.34000000,0.01436300,1625648187657
34812.26000000,0.01436300,1625648187800
34807.52000000,0.01436300,1625648188635
34823.25000000,0.01436200,1625648189659
34823.25000000,0.00378400,1625648189840
34823.25000000,0.01436200,1625648190657
34824.01000000,0.01436200,1625648191657
34814.96000000,0.00953100,1625648191885
34814.96000000,0.00297700,1625648191949
34814.96000000,0.01065200,1625648192767
34814.96000000,0.00371000,1625648192831
34808.06000000,0.00694200,1625648193628
34814.96000000,0.00742000,1625648193846
34807.55000000,0.01436200,1625648194632
34823.34000000,0.01436200,1625648195655
34814.96000000,0.00559100,1625648195977
34814.96000000,0.00877100,1625648196045
34807.04000000,0.00424000,1625648196643
34824.24000000,0.01436200,1625648198654
34824.00000000,0.01436200,1625648199656
34814.96000000,0.01436200,1625648200126
34807.00000000,0.01436200,1625648200628
